name,date,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb, trb,ast,stl,blk,tov,pf,pts,plus_minus,result,score,opp,opp_score,pts_team,team,ttfl,team_id_x,wins,losses,tot_game,team_id_y,mp_lw,fg_lw,fga_lw,fg_pct_lw,fg3_lw,fg3a_lw,fg3_pct_lw,ft_lw,fta_lw,ft_pct_lw,orb_lw,drb_lw, trb_lw,ast_lw,stl_lw,blk_lw,tov_lw,pf_lw,pts_lw,plus_minus_lw,score_lw,opp_score_lw
"Portis,Bobby",20190326,25,3,8,0.375,0,3,0.0,4,4,1.0,3,4,0,4,1,1,4,2,10,-3,0,106,LAL,124,,WAS,10,27,30,45,75,27,25,3,8,0.375,0,3,0.0,4,4,1.0,3,4,0,4,1,1,4,2,10,-3,106,124
"Green,Jeff",20190326,20,1,3,0.333,0,1,0.0,2,2,1.0,1,1,0,0,1,0,2,4,4,-13,0,106,LAL,124,,WAS,2,27,30,45,75,27,20,1,3,0.333,0,1,0.0,2,2,1.0,1,1,0,0,1,0,2,4,4,-13,106,124
"McRae,Jordan",20190326,16,3,10,0.3,0,5,0.0,0,0,0.0,0,3,0,0,1,0,0,1,6,-10,0,106,LAL,124,,WAS,-3,27,30,45,75,27,16,3,10,0.3,0,5,0.0,0,0,0.0,0,3,0,0,1,0,0,1,6,-10,106,124
"Randle,Chasson",20190326,14,2,4,0.5,2,3,0.667,3,4,0.75,0,2,0,1,1,1,1,2,9,-7,0,106,LAL,124,,WAS,13,27,30,45,75,27,14,2,4,0.5,2,3,0.667,3,4,0.75,0,2,0,1,1,1,1,2,9,-7,106,124
"Gordon,Aaron",20190326,36,6,17,0.353,1,4,0.25,1,2,0.5,4,6,0,2,1,0,2,2,14,-3,1,104,MIA,99,,ORL,7,17,37,38,75,17,36,6,17,0.353,1,4,0.25,1,2,0.5,4,6,0,2,1,0,2,2,14,-3,104,99
"Vučević,Nikola",20190326,34,10,18,0.556,2,5,0.4,2,2,1.0,3,13,0,5,1,1,2,2,24,21,1,104,MIA,99,,ORL,31,17,37,38,75,17,34,10,18,0.556,2,5,0.4,2,2,1.0,3,13,0,5,1,1,2,2,24,21,104,99
"Fournier,Evan",20190326,32,4,9,0.444,2,6,0.333,1,1,1.0,0,4,0,3,1,0,3,3,11,6,1,104,MIA,99,,ORL,9,17,37,38,75,17,32,4,9,0.444,2,6,0.333,1,1,1.0,0,4,0,3,1,0,3,3,11,6,104,99
"Augustin,D.J.",20190326,30,3,11,0.273,2,6,0.333,9,10,0.9,1,3,0,7,0,0,2,3,17,10,1,104,MIA,99,,ORL,23,17,37,38,75,17,30,3,11,0.273,2,6,0.333,9,10,0.9,1,3,0,7,0,0,2,3,17,10,104,99
"Isaac,Jonathan",20190326,28,8,13,0.615,3,8,0.375,0,0,0.0,1,5,0,2,1,2,2,2,19,10,1,104,MIA,99,,ORL,22,17,37,38,75,17,28,8,13,0.615,3,8,0.375,0,0,0.0,1,5,0,2,1,2,2,2,19,10,104,99
"Ross,Terrence",20190326,30,3,13,0.231,3,11,0.273,1,2,0.5,0,4,0,1,1,1,1,2,10,1,1,104,MIA,99,,ORL,-1,17,37,38,75,17,30,3,13,0.231,3,11,0.273,1,2,0.5,0,4,0,1,1,1,1,2,10,1,104,99
"Carter-Williams,Michael",20190326,18,1,5,0.2,1,2,0.5,0,2,0.0,2,4,0,6,0,1,2,0,3,-8,1,104,MIA,99,,ORL,3,17,37,38,75,17,18,1,5,0.2,1,2,0.5,0,2,0.0,2,4,0,6,0,1,2,0,3,-8,104,99
"Iwundu,Wesley",20190326,15,0,1,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,0,4,0,1,1,104,MIA,99,,ORL,-1,17,37,38,75,17,15,0,1,0.0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,0,4,0,1,104,99
"Birch,Khem",20190326,12,2,2,1.0,0,0,0.0,2,4,0.5,3,0,0,1,0,0,1,1,6,-13,1,104,MIA,99,,ORL,8,17,37,38,75,17,12,2,2,1.0,0,0,0.0,2,4,0.5,3,0,0,1,0,0,1,1,6,-13,104,99
"Richardson,Josh",20190326,40,4,12,0.333,3,9,0.333,6,6,1.0,0,1,0,6,1,0,0,2,17,3,0,99,ORL,104,,MIA,22,18,36,38,74,18,40,4,12,0.333,3,9,0.333,6,6,1.0,0,1,0,6,1,0,0,2,17,3,99,104
"Adebayo,Bam",20190326,30,4,9,0.444,0,0,0.0,1,2,0.5,3,8,0,3,2,0,1,3,9,2,0,99,ORL,104,,MIA,10,18,36,38,74,18,30,4,9,0.444,0,0,0.0,1,2,0.5,3,8,0,3,2,0,1,3,9,2,99,104
"Waiters,Dion",20190326,28,10,18,0.556,5,11,0.455,1,1,1.0,0,1,0,2,1,0,0,4,26,-11,0,99,ORL,104,,MIA,30,18,36,38,74,18,28,10,18,0.556,5,11,0.455,1,1,1.0,0,1,0,2,1,0,0,4,26,-11,99,104
"Jones,Derrick",20190326,27,4,7,0.5710000000000001,0,0,0.0,1,3,0.333,2,5,0,0,0,1,0,0,9,-7,0,99,ORL,104,,MIA,10,18,36,38,74,18,27,4,7,0.5710000000000001,0,0,0.0,1,3,0.333,2,5,0,0,0,1,0,0,9,-7,99,104
"Olynyk,Kelly",20190326,22,1,7,0.14300000000000002,0,5,0.0,2,2,1.0,1,2,0,1,0,0,2,2,4,-7,0,99,ORL,104,,MIA,-5,18,36,38,74,18,22,1,7,0.14300000000000002,0,5,0.0,2,2,1.0,1,2,0,1,0,0,2,2,4,-7,99,104
"Wade,Dwyane",20190326,29,7,17,0.412,2,5,0.4,6,7,0.857,0,7,0,7,3,0,3,3,22,1,0,99,ORL,104,,MIA,27,18,36,38,74,18,29,7,17,0.412,2,5,0.4,6,7,0.857,0,7,0,7,3,0,3,3,22,1,99,104
"Dragić,Goran",20190326,25,1,6,0.16699999999999998,0,2,0.0,0,0,0.0,0,0,0,3,0,0,2,4,2,1,0,99,ORL,104,,MIA,-3,18,36,38,74,18,25,1,6,0.16699999999999998,0,2,0.0,0,0,0.0,0,0,0,3,0,0,2,4,2,1,99,104
"Johnson,James",20190326,21,0,4,0.0,0,1,0.0,0,0,0.0,0,7,0,3,1,0,0,1,0,-2,0,99,ORL,104,,MIA,-2,18,36,38,74,18,21,0,4,0.0,0,1,0.0,0,0,0.0,0,7,0,3,1,0,0,1,0,-2,99,104
"Whiteside,Hassan",20190326,14,5,6,0.833,0,0,0.0,0,0,0.0,0,2,0,0,2,0,3,3,10,-5,0,99,ORL,104,,MIA,11,18,36,38,74,18,14,5,6,0.833,0,0,0.0,0,0,0.0,0,2,0,0,2,0,3,3,10,-5,99,104
"Middleton,Khris",20190326,34,6,23,0.261,1,8,0.125,0,0,0.0,1,4,0,0,2,0,1,0,13,7,1,108,HOU,94,,MIL,-5,10,56,19,75,10,34,6,23,0.261,1,8,0.125,0,0,0.0,1,4,0,0,2,0,1,0,13,7,108,94
"Antetokounmpo,Giannis",20190326,32,7,15,0.467,0,2,0.0,5,7,0.7140000000000001,2,12,0,4,1,1,5,3,19,7,1,108,HOU,94,,MIL,19,10,56,19,75,10,32,7,15,0.467,0,2,0.0,5,7,0.7140000000000001,2,12,0,4,1,1,5,3,19,7,108,94
"Lopez,Brook",20190326,30,5,8,0.625,3,5,0.6,0,0,0.0,0,8,0,1,0,0,1,2,13,7,1,108,HOU,94,,MIL,16,10,56,19,75,10,30,5,8,0.625,3,5,0.6,0,0,0.0,0,8,0,1,0,0,1,2,13,7,108,94
"Bledsoe,Eric",20190326,29,9,19,0.474,4,7,0.5710000000000001,1,2,0.5,2,1,0,7,1,2,3,1,23,6,1,108,HOU,94,,MIL,29,10,56,19,75,10,29,9,19,0.474,4,7,0.5710000000000001,1,2,0.5,2,1,0,7,1,2,3,1,23,6,108,94
"Brown,Sterling",20190326,26,4,8,0.5,0,2,0.0,0,0,0.0,0,11,0,3,1,1,1,1,8,1,1,108,HOU,94,,MIL,9,10,56,19,75,10,26,4,8,0.5,0,2,0.0,0,0,0.0,0,11,0,3,1,1,1,1,8,1,108,94
"Connaughton,Pat",20190326,30,4,5,0.8,4,5,0.8,2,2,1.0,2,5,0,4,2,2,2,0,14,15,1,108,HOU,94,,MIL,26,10,56,19,75,10,30,4,5,0.8,4,5,0.8,2,2,1.0,2,5,0,4,2,2,2,0,14,15,108,94
"Hill,George",20190326,21,1,6,0.16699999999999998,0,1,0.0,2,2,1.0,1,1,0,4,3,0,1,3,4,10,1,108,HOU,94,,MIL,4,10,56,19,75,10,21,1,6,0.16699999999999998,0,1,0.0,2,2,1.0,1,1,0,4,3,0,1,3,4,10,108,94
"İlyasova,Ersan",20190326,16,3,5,0.6,1,2,0.5,0,0,0.0,1,3,0,1,0,0,0,0,7,8,1,108,HOU,94,,MIL,9,10,56,19,75,10,16,3,5,0.6,1,2,0.5,0,0,0.0,1,3,0,1,0,0,0,0,7,8,108,94
"Wilson,D.J.",20190326,15,3,5,0.6,1,2,0.5,0,0,0.0,1,5,0,0,0,0,1,0,7,11,1,108,HOU,94,,MIL,7,10,56,19,75,10,15,3,5,0.6,1,2,0.5,0,0,0.0,1,5,0,0,0,0,1,0,7,11,108,94
"Harden,James",20190326,37,9,26,0.34600000000000003,1,9,0.111,4,5,0.8,0,10,0,7,0,2,4,4,23,-14,0,94,MIL,108,,HOU,16,14,46,28,74,14,37,9,26,0.34600000000000003,1,9,0.111,4,5,0.8,0,10,0,7,0,2,4,4,23,-14,94,108
"Capela,Clint",20190326,35,8,11,0.727,0,0,0.0,1,1,1.0,2,9,0,2,1,2,1,2,17,-15,0,94,MIL,108,,HOU,26,14,46,28,74,14,35,8,11,0.727,0,0,0.0,1,1,1.0,2,9,0,2,1,2,1,2,17,-15,94,108
"Tucker,P.J.",20190326,35,1,9,0.111,1,8,0.125,0,0,0.0,2,3,0,2,2,0,1,2,3,-23,0,94,MIL,108,,HOU,-9,14,46,28,74,14,35,1,9,0.111,1,8,0.125,0,0,0.0,2,3,0,2,2,0,1,2,3,-23,94,108
"Paul,Chris",20190326,32,7,18,0.389,4,9,0.444,1,1,1.0,3,6,0,4,0,0,2,1,19,-10,0,94,MIL,108,,HOU,17,14,46,28,74,14,32,7,18,0.389,4,9,0.444,1,1,1.0,3,6,0,4,0,0,2,1,19,-10,94,108
"Gordon,Eric",20190326,23,0,7,0.0,0,5,0.0,0,0,0.0,0,1,0,1,0,0,3,0,0,-9,0,94,MIL,108,,HOU,-14,14,46,28,74,14,23,0,7,0.0,0,5,0.0,0,0,0.0,0,1,0,1,0,0,3,0,0,-9,94,108
"House,Danuel",20190326,27,5,10,0.5,5,9,0.556,0,0,0.0,0,4,0,0,0,0,0,2,15,-6,0,94,MIL,108,,HOU,16,14,46,28,74,14,27,5,10,0.5,5,9,0.556,0,0,0.0,0,4,0,0,0,0,0,2,15,-6,94,108
"Rivers,Austin",20190326,19,2,6,0.333,1,2,0.5,0,0,0.0,1,1,0,0,1,0,0,4,5,2,0,94,MIL,108,,HOU,3,14,46,28,74,14,19,2,6,0.333,1,2,0.5,0,0,0.0,1,1,0,0,1,0,0,4,5,2,94,108
"Shumpert,Iman",20190326,15,2,6,0.333,2,5,0.4,0,0,0.0,0,3,0,0,1,1,2,0,6,-2,0,94,MIL,108,,HOU,2,14,46,28,74,14,15,2,6,0.333,2,5,0.4,0,0,0.0,0,3,0,0,1,1,2,0,6,-2,94,108
"Temple,Garrett",20190326,32,5,9,0.556,5,8,0.625,0,0,0.0,0,4,0,3,2,0,2,5,15,8,1,122,MIN,111,,LAC,19,15,45,30,75,15,32,5,9,0.556,5,8,0.625,0,0,0.0,0,4,0,3,2,0,2,5,15,8,122,111
"Gilgeous-Alexander,Shai",20190326,30,4,8,0.5,0,1,0.0,2,2,1.0,1,3,0,4,1,0,0,3,10,8,1,122,MIN,111,,LAC,15,15,45,30,75,15,30,4,8,0.5,0,1,0.0,2,2,1.0,1,3,0,4,1,0,0,3,10,8,122,111
"Gallinari,Danilo",20190326,29,7,16,0.438,6,9,0.667,5,5,1.0,0,10,0,4,1,0,2,1,25,13,1,122,MIN,111,,LAC,33,15,45,30,75,15,29,7,16,0.438,6,9,0.667,5,5,1.0,0,10,0,4,1,0,2,1,25,13,122,111
"Zubac,Ivica",20190326,20,4,5,0.8,0,0,0.0,0,0,0.0,2,4,0,2,1,0,2,4,8,3,1,122,MIN,111,,LAC,11,15,45,30,75,15,20,4,5,0.8,0,0,0.0,0,0,0.0,2,4,0,2,1,0,2,4,8,3,122,111
"Beverley,Patrick",20190326,18,4,5,0.8,3,3,1.0,0,0,0.0,0,2,0,5,0,2,1,0,11,12,1,122,MIN,111,,LAC,23,15,45,30,75,15,18,4,5,0.8,3,3,1.0,0,0,0.0,0,2,0,5,0,2,1,0,11,12,122,111
"Williams,Lou",20190326,29,8,15,0.5329999999999999,1,3,0.333,3,3,1.0,0,4,0,7,0,0,4,1,20,2,1,122,MIN,111,,LAC,26,15,45,30,75,15,29,8,15,0.5329999999999999,1,3,0.333,3,3,1.0,0,4,0,7,0,0,4,1,20,2,122,111
"Harrell,Montrezl",20190326,26,9,11,0.818,0,0,0.0,0,0,0.0,0,5,0,4,0,2,3,4,18,8,1,122,MIN,111,,LAC,28,15,45,30,75,15,26,9,11,0.818,0,0,0.0,0,0,0.0,0,5,0,4,0,2,3,4,18,8,122,111
"Green,JaMychal",20190326,16,1,4,0.25,1,3,0.333,2,2,1.0,0,6,0,0,2,0,0,1,5,1,1,122,MIN,111,,LAC,4,15,45,30,75,15,16,1,4,0.25,1,3,0.333,2,2,1.0,0,6,0,0,2,0,0,1,5,1,122,111
"Chandler,Wilson",20190326,15,3,8,0.375,0,3,0.0,0,0,0.0,0,6,0,0,1,0,1,2,6,3,1,122,MIN,111,,LAC,0,15,45,30,75,15,15,3,8,0.375,0,3,0.0,0,0,0.0,0,6,0,0,1,0,1,2,6,3,122,111
"Wallace,Tyrone",20190326,15,1,3,0.333,0,1,0.0,2,2,1.0,0,3,0,1,0,0,1,3,4,3,1,122,MIN,111,,LAC,4,15,45,30,75,15,15,1,3,0.333,0,1,0.0,2,2,1.0,0,3,0,1,0,0,1,3,4,3,122,111
"Wiggins,Andrew",20190326,35,9,21,0.429,2,3,0.667,2,5,0.4,0,3,0,3,2,0,2,3,22,-13,0,111,LAC,122,,MIN,20,23,33,41,74,23,35,9,21,0.429,2,3,0.667,2,5,0.4,0,3,0,3,2,0,2,3,22,-13,111,122
"Towns,Karl-Anthony",20190326,34,6,17,0.353,2,7,0.28600000000000003,10,11,0.909,2,11,0,3,2,0,3,3,24,-12,0,111,LAC,122,,MIN,25,23,33,41,74,23,34,6,17,0.353,2,7,0.28600000000000003,10,11,0.909,2,11,0,3,2,0,3,3,24,-12,111,122
"Okogie,Josh",20190326,34,3,7,0.429,0,2,0.0,3,4,0.75,0,4,0,3,3,1,0,1,9,-8,0,111,LAC,122,,MIN,12,23,33,41,74,23,34,3,7,0.429,0,2,0.0,3,4,0.75,0,4,0,3,3,1,0,1,9,-8,111,122
"Jones,Tyus",20190326,30,5,9,0.556,3,3,1.0,0,1,0.0,1,1,0,8,0,0,2,1,13,-11,0,111,LAC,122,,MIN,22,23,33,41,74,23,30,5,9,0.556,3,3,1.0,0,1,0.0,1,1,0,8,0,0,2,1,13,-11,111,122
"Šarić,Dario",20190326,27,7,10,0.7,2,3,0.667,2,2,1.0,3,2,0,1,1,0,3,1,18,-9,0,111,LAC,122,,MIN,23,23,33,41,74,23,27,7,10,0.7,2,3,0.667,2,2,1.0,3,2,0,1,1,0,3,1,18,-9,111,122
"Tolliver,Anthony",20190326,20,0,4,0.0,0,3,0.0,0,0,0.0,1,2,0,0,0,0,0,2,0,-2,0,111,LAC,122,,MIN,-7,23,33,41,74,23,20,0,4,0.0,0,3,0.0,0,0,0.0,1,2,0,0,0,0,0,2,0,-2,111,122
"Bates-Diop,Keita",20190326,18,3,7,0.429,0,2,0.0,1,2,0.5,1,1,0,0,2,0,0,3,7,-1,0,111,LAC,122,,MIN,4,23,33,41,74,23,18,3,7,0.429,0,2,0.0,1,2,0.5,1,1,0,0,2,0,0,3,7,-1,111,122
"Bayless,Jerryd",20190326,17,4,10,0.4,0,2,0.0,1,5,0.2,0,4,0,3,1,0,0,1,9,-9,0,111,LAC,122,,MIN,5,23,33,41,74,23,17,4,10,0.4,0,2,0.0,1,5,0.2,0,4,0,3,1,0,0,1,9,-9,111,122
"Dieng,Gorgui",20190326,12,2,3,0.667,0,0,0.0,0,2,0.0,1,4,0,0,2,0,0,1,4,0,0,111,LAC,122,,MIN,3,23,33,41,74,23,12,2,3,0.667,0,0,0.0,0,2,0.0,1,4,0,0,2,0,0,1,4,0,111,122
"Waller-Prince,Taurean",20190326,32,2,5,0.4,1,3,0.333,4,4,1.0,0,2,0,5,1,1,4,2,9,18,1,130,NOP,120,,ATL,13,9,27,48,75,9,32,2,5,0.4,1,3,0.333,4,4,1.0,0,2,0,5,1,1,4,2,9,18,130,120
"Young,Trae",20190326,31,12,24,0.5,5,13,0.385,4,5,0.8,0,1,0,12,1,0,1,1,33,10,1,130,NOP,120,,ATL,44,9,27,48,75,9,31,12,24,0.5,5,13,0.385,4,5,0.8,0,1,0,12,1,0,1,1,33,10,130,120
"Huerter,Kevin",20190326,29,3,12,0.25,2,7,0.28600000000000003,0,0,0.0,0,1,0,3,2,0,1,3,8,-14,1,130,NOP,120,,ATL,1,9,27,48,75,9,29,3,12,0.25,2,7,0.28600000000000003,0,0,0.0,0,1,0,3,2,0,1,3,8,-14,130,120
"Dedmon,Dewayne",20190326,23,6,8,0.75,2,4,0.5,4,4,1.0,1,8,0,1,1,0,0,4,18,1,1,130,NOP,120,,ATL,27,9,27,48,75,9,23,6,8,0.75,2,4,0.5,4,4,1.0,1,8,0,1,1,0,0,4,18,1,130,120
"Collins,John",20190326,19,5,12,0.417,0,3,0.0,2,2,1.0,3,4,0,0,0,1,3,6,12,-4,1,130,NOP,120,,ATL,7,9,27,48,75,9,19,5,12,0.417,0,3,0.0,2,2,1.0,3,4,0,0,0,1,3,6,12,-4,130,120
"Len,Alex",20190326,26,5,8,0.625,3,5,0.6,0,0,0.0,1,6,0,2,1,0,2,4,13,14,1,130,NOP,120,,ATL,16,9,27,48,75,9,26,5,8,0.625,3,5,0.6,0,0,0.0,1,6,0,2,1,0,2,4,13,14,130,120
"Bembry,DeAndre'",20190326,19,6,10,0.6,1,3,0.333,5,7,0.7140000000000001,2,4,0,2,4,0,3,1,18,22,1,130,NOP,120,,ATL,21,9,27,48,75,9,19,6,10,0.6,1,3,0.333,5,7,0.7140000000000001,2,4,0,2,4,0,3,1,18,22,130,120
"Carter,Vince",20190326,19,4,10,0.4,4,8,0.5,0,0,0.0,0,3,0,2,0,1,1,2,12,2,1,130,NOP,120,,ATL,12,9,27,48,75,9,19,4,10,0.4,4,8,0.5,0,0,0.0,0,3,0,2,0,1,1,2,12,2,130,120
"Bazemore,Kent",20190326,11,0,6,0.0,0,3,0.0,2,2,1.0,1,1,0,3,1,1,0,0,2,6,1,130,NOP,120,,ATL,-1,9,27,48,75,9,11,0,6,0.0,0,3,0.0,2,2,1.0,1,1,0,3,1,1,0,0,2,6,130,120
"Adams,Jaylen",20190326,11,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-10,1,130,NOP,120,,ATL,-2,9,27,48,75,9,11,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,-10,130,120
"Randle,Julius",20190326,33,7,13,0.5379999999999999,1,4,0.25,9,11,0.818,4,5,0,5,1,0,6,3,24,-2,0,120,ATL,130,,NOP,29,7,31,45,76,7,33,7,13,0.5379999999999999,1,4,0.25,9,11,0.818,4,5,0,5,1,0,6,3,24,-2,120,130
"Williams,Kenrich",20190326,29,3,8,0.375,2,5,0.4,0,0,0.0,0,5,0,5,2,0,3,2,8,-7,0,120,ATL,130,,NOP,7,7,31,45,76,7,29,3,8,0.375,2,5,0.4,0,0,0.0,0,5,0,5,2,0,3,2,8,-7,120,130
"Jackson,Frank",20190326,25,5,10,0.5,2,4,0.5,8,9,0.889,0,2,0,0,1,0,1,2,20,-14,0,120,ATL,130,,NOP,26,7,31,45,76,7,25,5,10,0.5,2,4,0.5,8,9,0.889,0,2,0,0,1,0,1,2,20,-14,120,130
"Payton,Elfrid",20190326,24,5,11,0.455,1,4,0.25,0,0,0.0,0,6,0,9,2,0,3,1,11,-14,0,120,ATL,130,,NOP,14,7,31,45,76,7,24,5,11,0.455,1,4,0.25,0,0,0.0,0,6,0,9,2,0,3,1,11,-14,120,130
"Diallo,Cheick",20190326,18,2,5,0.4,0,0,0.0,1,2,0.5,2,4,0,0,0,0,1,4,5,-19,0,120,ATL,130,,NOP,3,7,31,45,76,7,18,2,5,0.4,0,0,0.0,1,2,0.5,2,4,0,0,0,0,1,4,5,-19,120,130
"Wood,Christian",20190326,31,7,9,0.778,1,3,0.333,8,14,0.5710000000000001,2,7,0,1,3,6,2,1,23,6,0,120,ATL,130,,NOP,34,7,31,45,76,7,31,7,9,0.778,1,3,0.333,8,14,0.5710000000000001,2,7,0,1,3,6,2,1,23,6,120,130
"Miller,Darius",20190326,28,4,11,0.364,1,5,0.2,0,0,0.0,0,2,0,5,0,0,3,2,9,-6,0,120,ATL,130,,NOP,5,7,31,45,76,7,28,4,11,0.364,1,5,0.2,0,0,0.0,0,2,0,5,0,0,3,2,9,-6,120,130
"Clark,Ian",20190326,24,3,9,0.333,2,5,0.4,4,4,1.0,0,2,0,1,1,0,1,5,12,1,0,120,ATL,130,,NOP,12,7,31,45,76,7,24,3,9,0.333,2,5,0.4,4,4,1.0,0,2,0,1,1,0,1,5,12,1,120,130
"Johnson,Stanley",20190326,16,3,5,0.6,2,3,0.667,0,0,0.0,0,1,0,2,0,0,3,1,8,8,0,120,ATL,130,,NOP,9,7,31,45,76,7,16,3,5,0.6,2,3,0.667,0,0,0.0,0,1,0,2,0,0,3,1,8,8,120,130
"Leonard,Kawhi",20190326,22,4,10,0.4,0,2,0.0,6,6,1.0,1,3,0,5,6,0,0,0,14,14,1,112,CHI,103,,TOR,21,24,52,23,75,24,22,4,10,0.4,0,2,0.0,6,6,1.0,1,3,0,5,6,0,0,0,14,14,112,103
"Lowry,Kyle",20190326,21,5,9,0.556,4,7,0.5710000000000001,0,0,0.0,0,2,0,6,1,0,5,0,14,14,1,112,CHI,103,,TOR,17,24,52,23,75,24,21,5,9,0.556,4,7,0.5710000000000001,0,0,0.0,0,2,0,6,1,0,5,0,14,14,112,103
"Siakam,Pascal",20190326,20,6,10,0.6,0,0,0.0,1,1,1.0,1,4,0,2,0,0,2,1,13,2,1,112,CHI,103,,TOR,16,24,52,23,75,24,20,6,10,0.6,0,0,0.0,1,1,1.0,1,4,0,2,0,0,2,1,13,2,112,103
"Gasol,Marc",20190326,20,1,6,0.16699999999999998,0,0,0.0,0,0,0.0,0,6,0,1,1,2,1,2,2,16,1,112,CHI,103,,TOR,0,24,52,23,75,24,20,1,6,0.16699999999999998,0,0,0.0,0,0,0.0,0,6,0,1,1,2,1,2,2,16,112,103
"Green,Danny",20190326,14,3,4,0.75,2,3,0.667,0,0,0.0,0,2,0,2,1,0,0,1,8,10,1,112,CHI,103,,TOR,13,24,52,23,75,24,14,3,4,0.75,2,3,0.667,0,0,0.0,0,2,0,2,1,0,0,1,8,10,112,103
"VanVleet,Fred",20190326,25,1,6,0.16699999999999998,1,3,0.333,4,4,1.0,0,3,0,5,0,0,2,0,7,16,1,112,CHI,103,,TOR,9,24,52,23,75,24,25,1,6,0.16699999999999998,1,3,0.333,4,4,1.0,0,3,0,5,0,0,2,0,7,16,112,103
"Powell,Norman",20190326,25,8,10,0.8,4,5,0.8,0,0,0.0,0,3,0,3,0,0,3,0,20,-5,1,112,CHI,103,,TOR,29,24,52,23,75,24,25,8,10,0.8,4,5,0.8,0,0,0.0,0,3,0,3,0,0,3,0,20,-5,112,103
"Anunoby,OG",20190326,24,3,4,0.75,0,1,0.0,4,4,1.0,0,1,0,1,1,2,0,3,10,4,1,112,CHI,103,,TOR,18,24,52,23,75,24,24,3,4,0.75,0,1,0.0,4,4,1.0,0,1,0,1,1,2,0,3,10,4,112,103
"Ibaka,Serge",20190326,22,7,13,0.5379999999999999,1,2,0.5,1,1,1.0,0,8,0,0,0,2,0,3,16,3,1,112,CHI,103,,TOR,20,24,52,23,75,24,22,7,13,0.5379999999999999,1,2,0.5,1,1,1.0,0,8,0,0,0,2,0,3,16,3,112,103
"Lin,Jeremy",20190326,19,1,9,0.111,0,5,0.0,0,0,0.0,0,4,0,2,0,0,0,3,2,-15,1,112,CHI,103,,TOR,-8,24,52,23,75,24,19,1,9,0.111,0,5,0.0,0,0,0.0,0,4,0,2,0,0,0,3,2,-15,112,103
"McCaw,Patrick",20190326,17,2,3,0.667,0,0,0.0,0,0,0.0,0,1,0,1,3,0,2,3,4,-4,1,112,CHI,103,,TOR,4,24,52,23,75,24,17,2,3,0.667,0,0,0.0,0,0,0.0,0,1,0,1,3,0,2,3,4,-4,112,103
"Selden,Wayne",20190326,40,8,15,0.5329999999999999,2,5,0.4,2,2,1.0,0,2,0,2,3,0,4,3,20,-5,0,103,TOR,112,,CHI,20,28,21,54,75,28,40,8,15,0.5329999999999999,2,5,0.4,2,2,1.0,0,2,0,2,3,0,4,3,20,-5,103,112
"Harrison,Shaquille",20190326,33,6,12,0.5,0,3,0.0,3,4,0.75,1,4,0,5,3,0,3,4,15,2,0,103,TOR,112,,CHI,16,28,21,54,75,28,33,6,12,0.5,0,3,0.0,3,4,0.75,1,4,0,5,3,0,3,4,15,2,103,112
"Arcidiacono,Ryan",20190326,29,5,11,0.455,1,3,0.333,2,2,1.0,1,5,0,2,2,0,0,3,13,-21,0,103,TOR,112,,CHI,15,28,21,54,75,28,29,5,11,0.455,1,3,0.333,2,2,1.0,1,5,0,2,2,0,0,3,13,-21,103,112
"Lopez,Robin",20190326,25,4,6,0.667,0,0,0.0,2,2,1.0,1,3,0,3,0,0,2,0,10,-13,0,103,TOR,112,,CHI,15,28,21,54,75,28,25,4,6,0.667,0,0,0.0,2,2,1.0,1,3,0,3,0,0,2,0,10,-13,103,112
"Markkanen,Lauri",20190326,16,2,10,0.2,1,3,0.333,5,6,0.833,2,7,0,0,1,2,3,0,10,-10,0,103,TOR,112,,CHI,6,28,21,54,75,28,16,2,10,0.2,1,3,0.333,5,6,0.833,2,7,0,0,1,2,3,0,10,-10,103,112
"Luwawu-Cabarrot,Timothé",20190326,28,3,7,0.429,2,4,0.5,0,0,0.0,0,2,0,1,0,0,2,2,8,-5,0,103,TOR,112,,CHI,6,28,21,54,75,28,28,3,7,0.429,2,4,0.5,0,0,0.0,0,2,0,1,0,0,2,2,8,-5,103,112
"Sampson,Brandon",20190326,23,3,5,0.6,1,3,0.333,3,4,0.75,0,3,0,2,1,0,2,2,10,10,0,103,TOR,112,,CHI,12,28,21,54,75,28,23,3,5,0.6,1,3,0.333,3,4,0.75,0,3,0,2,1,0,2,2,10,10,103,112
"Felício,Cristiano",20190326,21,3,5,0.6,0,0,0.0,0,0,0.0,2,6,0,2,1,0,2,1,6,7,0,103,TOR,112,,CHI,7,28,21,54,75,28,21,3,5,0.6,0,0,0.0,0,0,0.0,2,6,0,2,1,0,2,1,6,7,103,112
"Blakeney,Antonio",20190326,21,5,15,0.333,1,2,0.5,0,0,0.0,0,6,0,3,1,0,0,1,11,-10,0,103,TOR,112,,CHI,9,28,21,54,75,28,21,5,15,0.333,1,2,0.5,0,0,0.0,0,6,0,3,1,0,0,1,11,-10,103,112
