name,date,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb, trb,ast,stl,blk,tov,pf,pts,plus_minus,result,score,opp,opp_score,pts_team,team,ttfl,team_id_x,wins,losses,tot_game,team_id_y,mp_lw,fg_lw,fga_lw,fg_pct_lw,fg3_lw,fg3a_lw,fg3_pct_lw,ft_lw,fta_lw,ft_pct_lw,orb_lw,drb_lw, trb_lw,ast_lw,stl_lw,blk_lw,tov_lw,pf_lw,pts_lw,plus_minus_lw,score_lw,opp_score_lw
"Durant,Kevin",20190126,39,10,23,0.435,1,4,0.25,12,13,0.923,0,9,0,3,0,2,4,3,33,12,1,115,BOS,111,,GSW,40,0,35,14,49,0,39,10,23,0.435,1,4,0.25,12,13,0.923,0,9,0,3,0,2,4,3,33,12,115,111
"Curry,Stephen",20190126,38,7,15,0.467,6,12,0.5,4,4,1.0,0,3,0,3,0,0,1,2,24,4,1,115,BOS,111,,GSW,29,0,35,14,49,0,38,7,15,0.467,6,12,0.5,4,4,1.0,0,3,0,3,0,0,1,2,24,4,115,111
"Thompson,Klay",20190126,34,8,16,0.5,3,8,0.375,2,2,1.0,0,3,0,2,0,0,2,3,21,-12,1,115,BOS,111,,GSW,21,0,35,14,49,0,34,8,16,0.5,3,8,0.375,2,2,1.0,0,3,0,2,0,0,2,3,21,-12,115,111
"Green,Draymond",20190126,34,1,3,0.333,1,2,0.5,2,4,0.5,3,8,0,8,3,1,3,1,5,-9,1,115,BOS,111,,GSW,10,0,35,14,49,0,34,1,3,0.333,1,2,0.5,2,4,0.5,3,8,0,8,3,1,3,1,5,-9,115,111
"Cousins,DeMarcus",20190126,23,4,9,0.444,1,2,0.5,6,7,0.857,1,7,0,3,3,1,3,5,15,-8,1,115,BOS,111,,GSW,20,0,35,14,49,0,23,4,9,0.444,1,2,0.5,6,7,0.857,1,7,0,3,3,1,3,5,15,-8,115,111
"Iguodala,Andre",20190126,26,0,5,0.0,0,3,0.0,1,2,0.5,0,6,0,4,1,2,0,1,1,7,1,115,BOS,111,,GSW,-1,0,35,14,49,0,26,0,5,0.0,0,3,0.0,1,2,0.5,0,6,0,4,1,2,0,1,1,7,115,111
"Looney,Kevon",20190126,20,3,5,0.6,0,1,0.0,2,2,1.0,3,3,0,1,0,1,0,2,8,13,1,115,BOS,111,,GSW,12,0,35,14,49,0,20,3,5,0.6,0,1,0.0,2,2,1.0,3,3,0,1,0,1,0,2,8,13,115,111
"Livingston,Shaun",20190126,14,4,6,0.667,0,0,0.0,0,0,0.0,3,1,0,1,1,0,0,2,8,2,1,115,BOS,111,,GSW,11,0,35,14,49,0,14,4,6,0.667,0,0,0.0,0,0,0.0,3,1,0,1,1,0,0,2,8,2,115,111
"Irving,Kyrie",20190126,39,12,27,0.444,4,10,0.4,4,4,1.0,3,3,0,10,2,0,4,4,32,0,0,111,GSW,115,,BOS,37,1,30,19,49,1,39,12,27,0.444,4,10,0.4,4,4,1.0,3,3,0,10,2,0,4,4,32,0,111,115
"Horford,Al",20190126,34,10,15,0.667,2,5,0.4,0,0,0.0,5,8,0,3,1,2,5,5,22,9,0,111,GSW,115,,BOS,26,1,30,19,49,1,34,10,15,0.667,2,5,0.4,0,0,0.0,5,8,0,3,1,2,5,5,22,9,111,115
"Tatum,Jayson",20190126,31,7,15,0.467,3,5,0.6,3,3,1.0,0,5,0,3,0,1,0,1,20,4,0,111,GSW,115,,BOS,27,1,30,19,49,1,31,7,15,0.467,3,5,0.6,3,3,1.0,0,5,0,3,0,1,0,1,20,4,111,115
"Smart,Marcus",20190126,28,4,11,0.364,2,7,0.28600000000000003,2,2,1.0,1,2,0,2,0,0,2,2,12,2,0,111,GSW,115,,BOS,8,1,30,19,49,1,28,4,11,0.364,2,7,0.28600000000000003,2,2,1.0,1,2,0,2,0,0,2,2,12,2,111,115
"Morris,Marcus",20190126,28,3,12,0.25,2,6,0.333,1,2,0.5,4,5,0,2,0,0,0,2,9,-2,0,111,GSW,115,,BOS,3,1,30,19,49,1,28,3,12,0.25,2,6,0.333,1,2,0.5,4,5,0,2,0,0,0,2,9,-2,111,115
"Brown,Jaylen",20190126,22,3,8,0.375,2,5,0.4,2,2,1.0,1,1,0,0,0,0,1,4,10,-8,0,111,GSW,115,,BOS,8,1,30,19,49,1,22,3,8,0.375,2,5,0.4,2,2,1.0,1,1,0,0,0,0,1,4,10,-8,111,115
"Hayward,Gordon",20190126,22,0,5,0.0,0,1,0.0,2,2,1.0,0,7,0,2,2,1,1,1,2,-8,0,111,GSW,115,,BOS,0,1,30,19,49,1,22,0,5,0.0,0,1,0.0,2,2,1.0,0,7,0,2,2,1,1,1,2,-8,111,115
"Rozier,Terry",20190126,18,1,4,0.25,0,1,0.0,0,0,0.0,1,2,0,0,0,0,0,0,2,-4,0,111,GSW,115,,BOS,-1,1,30,19,49,1,18,1,4,0.25,0,1,0.0,0,0,0.0,1,2,0,0,0,0,0,0,2,-4,111,115
"Craig,Torrey",20190126,34,6,13,0.462,1,6,0.16699999999999998,2,2,1.0,2,4,0,1,1,0,3,3,15,12,1,126,PHI,110,,DEN,10,2,33,15,48,2,34,6,13,0.462,1,6,0.16699999999999998,2,2,1.0,2,4,0,1,1,0,3,3,15,12,126,110
"Jokić,Nikola",20190126,33,12,22,0.545,2,3,0.667,6,7,0.857,6,12,0,10,1,0,1,1,32,16,1,126,PHI,110,,DEN,49,2,33,15,48,2,33,12,22,0.545,2,3,0.667,6,7,0.857,6,12,0,10,1,0,1,1,32,16,126,110
"Barton,Will",20190126,25,6,11,0.545,1,3,0.333,3,6,0.5,0,4,0,1,0,0,0,2,16,12,1,126,PHI,110,,DEN,17,2,33,15,48,2,25,6,11,0.545,1,3,0.333,3,6,0.5,0,4,0,1,0,0,0,2,16,12,126,110
"Harris,Gary",20190126,24,4,10,0.4,1,4,0.25,0,0,0.0,0,1,0,3,1,2,2,3,9,20,1,126,PHI,110,,DEN,8,2,33,15,48,2,24,4,10,0.4,1,4,0.25,0,0,0.0,0,1,0,3,1,2,2,3,9,20,126,110
"Millsap,Paul",20190126,17,1,2,0.5,0,0,0.0,2,2,1.0,1,3,0,1,0,0,0,3,4,10,1,126,PHI,110,,DEN,7,2,33,15,48,2,17,1,2,0.5,0,0,0.0,2,2,1.0,1,3,0,1,0,0,0,3,4,10,126,110
"Morris,Monte",20190126,27,5,11,0.455,0,1,0.0,0,0,0.0,0,1,0,3,0,0,1,1,10,4,1,126,PHI,110,,DEN,10,2,33,15,48,2,27,5,11,0.455,0,1,0.0,0,0,0.0,0,1,0,3,0,0,1,1,10,4,126,110
"Plumlee,Mason",20190126,22,5,5,1.0,0,0,0.0,7,10,0.7,1,5,0,4,0,1,1,4,17,6,1,126,PHI,110,,DEN,30,2,33,15,48,2,22,5,5,1.0,0,0,0.0,7,10,0.7,1,5,0,4,0,1,1,4,17,6,126,110
"Beasley,Malik",20190126,20,6,12,0.5,2,5,0.4,0,0,0.0,0,1,0,1,1,0,1,2,14,2,1,126,PHI,110,,DEN,13,2,33,15,48,2,20,6,12,0.5,2,5,0.4,0,0,0.0,0,1,0,1,1,0,1,2,14,2,126,110
"Lyles,Trey",20190126,15,2,5,0.4,1,2,0.5,2,2,1.0,0,3,0,2,0,1,0,2,7,-4,1,126,PHI,110,,DEN,11,2,33,15,48,2,15,2,5,0.4,1,2,0.5,2,2,1.0,0,3,0,2,0,1,0,2,7,-4,126,110
"Hernangómez,Juan",20190126,12,0,2,0.0,0,0,0.0,0,0,0.0,0,5,0,1,0,0,1,0,0,2,1,126,PHI,110,,DEN,-2,2,33,15,48,2,12,0,2,0.0,0,0,0.0,0,0,0.0,0,5,0,1,0,0,1,0,0,2,126,110
"Simmons,Ben",20190126,35,6,17,0.353,0,1,0.0,7,10,0.7,1,11,0,4,0,0,3,3,19,-11,0,110,DEN,126,,PHI,18,3,32,18,50,3,35,6,17,0.353,0,1,0.0,7,10,0.7,1,11,0,4,0,0,3,3,19,-11,110,126
"Brewer,Corey",20190126,32,7,15,0.467,1,4,0.25,5,6,0.833,2,4,0,2,4,0,1,4,20,-10,0,110,DEN,126,,PHI,22,3,32,18,50,3,32,7,15,0.467,1,4,0.25,5,6,0.833,2,4,0,2,4,0,1,4,20,-10,110,126
"Redick,J.J.",20190126,27,9,19,0.474,4,10,0.4,0,0,0.0,2,0,0,3,0,0,2,2,22,-19,0,110,DEN,126,,PHI,20,3,32,18,50,3,27,9,19,0.474,4,10,0.4,0,0,0.0,2,0,0,3,0,0,2,2,22,-19,110,126
"McConnell,T.J.",20190126,27,2,7,0.28600000000000003,1,1,1.0,0,0,0.0,0,3,0,6,1,1,0,1,5,-19,0,110,DEN,126,,PHI,10,3,32,18,50,3,27,2,7,0.28600000000000003,1,1,1.0,0,0,0.0,0,3,0,6,1,1,0,1,5,-19,110,126
"Bolden,Jonah",20190126,10,1,3,0.333,0,1,0.0,1,2,0.5,1,2,0,0,0,0,0,3,3,-12,0,110,DEN,126,,PHI,1,3,32,18,50,3,10,1,3,0.333,0,1,0.0,1,2,0.5,1,2,0,0,0,0,0,3,3,-12,110,126
"Shamet,Landry",20190126,27,2,6,0.333,1,4,0.25,3,3,1.0,1,1,0,7,0,0,1,2,8,-2,0,110,DEN,126,,PHI,13,3,32,18,50,3,27,2,6,0.333,1,4,0.25,3,3,1.0,1,1,0,7,0,0,1,2,8,-2,110,126
"Muscala,Mike",20190126,27,3,9,0.333,3,7,0.429,1,2,0.5,2,4,0,1,0,0,3,1,10,-3,0,110,DEN,126,,PHI,4,3,32,18,50,3,27,3,9,0.333,3,7,0.429,1,2,0.5,2,4,0,1,0,0,3,1,10,-3,110,126
"Milton,Shake",20190126,20,4,7,0.5710000000000001,3,5,0.6,0,0,0.0,1,0,0,1,1,0,0,2,11,3,0,110,DEN,126,,PHI,14,3,32,18,50,3,20,4,7,0.5710000000000001,3,5,0.6,0,0,0.0,1,0,0,1,1,0,0,2,11,3,110,126
"Johnson,Amir",20190126,19,2,5,0.4,0,1,0.0,1,1,1.0,1,3,0,4,1,1,2,5,5,-4,0,110,DEN,126,,PHI,7,3,32,18,50,3,19,2,5,0.4,0,1,0.0,1,1,1.0,1,3,0,4,1,1,2,5,5,-4,110,126
"Holiday,Justin",20190126,39,5,11,0.455,1,4,0.25,5,6,0.833,0,1,0,4,1,0,1,5,16,0,1,106,IND,103,,MEM,20,4,20,30,50,4,39,5,11,0.455,1,4,0.25,5,6,0.833,0,1,0,4,1,0,1,5,16,0,106,103
"Conley,Mike",20190126,31,8,13,0.615,2,6,0.333,4,6,0.667,1,3,0,11,2,0,4,2,22,3,1,106,IND,103,,MEM,32,4,20,30,50,4,31,8,13,0.615,2,6,0.333,4,6,0.667,1,3,0,11,2,0,4,2,22,3,106,103
"Jackson,Jaren",20190126,31,8,14,0.5710000000000001,0,2,0.0,4,5,0.8,2,4,0,2,1,0,1,3,20,7,1,106,IND,103,,MEM,24,4,20,30,50,4,31,8,14,0.5710000000000001,0,2,0.0,4,5,0.8,2,4,0,2,1,0,1,3,20,7,106,103
"Gasol,Marc",20190126,29,7,12,0.583,3,6,0.5,1,2,0.5,1,6,0,4,1,1,1,3,18,-9,1,106,IND,103,,MEM,24,4,20,30,50,4,29,7,12,0.583,3,6,0.5,1,2,0.5,1,6,0,4,1,1,1,3,18,-9,106,103
"Carter,Jevon",20190126,26,0,6,0.0,0,2,0.0,0,2,0.0,0,1,0,0,0,0,1,3,0,7,1,106,IND,103,,MEM,-11,4,20,30,50,4,26,0,6,0.0,0,2,0.0,0,2,0.0,0,1,0,0,0,0,1,3,0,7,106,103
"Caboclo,Bruno",20190126,28,3,5,0.6,3,4,0.75,2,2,1.0,2,2,0,1,1,2,0,2,11,5,1,106,IND,103,,MEM,19,4,20,30,50,4,28,3,5,0.6,3,4,0.75,2,2,1.0,2,2,0,1,1,2,0,2,11,5,106,103
"Mack,Shelvin",20190126,18,3,7,0.429,0,2,0.0,2,3,0.667,0,3,0,3,1,0,2,1,8,-8,1,106,IND,103,,MEM,7,4,20,30,50,4,18,3,7,0.429,0,2,0.0,2,3,0.667,0,3,0,3,1,0,2,1,8,-8,106,103
"Noah,Joakim",20190126,18,4,7,0.5710000000000001,0,0,0.0,1,2,0.5,2,4,0,4,0,1,1,3,9,12,1,106,IND,103,,MEM,14,4,20,30,50,4,18,4,7,0.5710000000000001,0,0,0.0,1,2,0.5,2,4,0,4,0,1,1,3,9,12,106,103
"Bogdanović,Bojan",20190126,36,6,14,0.429,1,6,0.16699999999999998,8,9,0.889,0,5,0,1,0,0,2,6,21,-4,0,103,MEM,106,,IND,21,5,32,16,48,5,36,6,14,0.429,1,6,0.16699999999999998,8,9,0.889,0,5,0,1,0,0,2,6,21,-4,103,106
"Collison,Darren",20190126,31,3,5,0.6,2,2,1.0,10,10,1.0,0,2,0,9,1,0,2,3,18,-1,0,103,MEM,106,,IND,38,5,32,16,48,5,31,3,5,0.6,2,2,1.0,10,10,1.0,0,2,0,9,1,0,2,3,18,-1,103,106
"Turner,Myles",20190126,27,5,10,0.5,3,7,0.429,1,2,0.5,0,3,0,3,1,2,1,2,14,-5,0,103,MEM,106,,IND,17,5,32,16,48,5,27,5,10,0.5,3,7,0.429,1,2,0.5,0,3,0,3,1,2,1,2,14,-5,103,106
"Evans,Tyreke",20190126,23,4,7,0.5710000000000001,1,1,1.0,0,0,0.0,0,3,0,1,0,0,2,1,9,-8,0,103,MEM,106,,IND,10,5,32,16,48,5,23,4,7,0.5710000000000001,1,1,1.0,0,0,0.0,0,3,0,1,0,0,2,1,9,-8,103,106
"Young,Thaddeus",20190126,23,3,7,0.429,0,2,0.0,1,2,0.5,3,5,0,1,1,1,3,6,7,1,0,103,MEM,106,,IND,3,5,32,16,48,5,23,3,7,0.429,0,2,0.0,1,2,0.5,3,5,0,1,1,1,3,6,7,1,103,106
"Sabonis,Domantas",20190126,31,3,7,0.429,0,0,0.0,5,8,0.625,3,5,0,1,1,0,3,2,11,-5,0,103,MEM,106,,IND,10,5,32,16,48,5,31,3,7,0.429,0,0,0.0,5,8,0.625,3,5,0,1,1,0,3,2,11,-5,103,106
"Joseph,Cory",20190126,24,3,8,0.375,0,2,0.0,4,4,1.0,0,3,0,3,1,1,1,1,10,5,0,103,MEM,106,,IND,13,5,32,16,48,5,24,3,8,0.375,0,2,0.0,4,4,1.0,0,3,0,3,1,1,1,1,10,5,103,106
"McDermott,Doug",20190126,15,1,3,0.333,1,2,0.5,1,1,1.0,0,1,0,0,0,0,2,1,4,1,0,103,MEM,106,,IND,2,5,32,16,48,5,15,1,3,0.333,1,2,0.5,1,1,1.0,0,1,0,0,0,0,2,1,4,1,103,106
"Holiday,Aaron",20190126,15,3,11,0.273,1,4,0.25,0,0,0.0,1,2,0,1,1,0,1,3,7,1,0,103,MEM,106,,IND,0,5,32,16,48,5,15,3,11,0.273,1,4,0.25,0,0,0.0,1,2,0,1,1,0,1,3,7,1,103,106
"Forbes,Bryn",20190126,32,4,11,0.364,2,5,0.4,1,1,1.0,0,2,0,3,0,0,1,3,11,13,1,126,NOP,114,,SAS,10,6,28,22,50,6,32,4,11,0.364,2,5,0.4,1,1,1.0,0,2,0,3,0,0,1,3,11,13,126,114
"Gay,Rudy",20190126,31,6,13,0.462,2,3,0.667,8,8,1.0,1,10,0,3,1,1,1,3,22,15,1,126,NOP,114,,SAS,33,6,28,22,50,6,31,6,13,0.462,2,3,0.667,8,8,1.0,1,10,0,3,1,1,1,3,22,15,126,114
"Aldridge,LaMarcus",20190126,29,12,20,0.6,0,0,0.0,4,4,1.0,2,10,0,2,0,0,1,2,28,10,1,126,NOP,114,,SAS,37,6,28,22,50,6,29,12,20,0.6,0,0,0.0,4,4,1.0,2,10,0,2,0,0,1,2,28,10,126,114
"White,Derrick",20190126,27,5,9,0.556,1,3,0.333,1,1,1.0,2,1,0,4,2,2,2,4,12,16,1,126,NOP,114,,SAS,17,6,28,22,50,6,27,5,9,0.556,1,3,0.333,1,1,1.0,2,1,0,4,2,2,2,4,12,16,126,114
"Gasol,Pau",20190126,22,6,8,0.75,0,1,0.0,1,2,0.5,1,8,0,4,1,0,1,1,13,11,1,126,NOP,114,,SAS,19,6,28,22,50,6,22,6,8,0.75,0,1,0.0,1,2,0.5,1,8,0,4,1,0,1,1,13,11,126,114
"Belinelli,Marco",20190126,22,3,7,0.429,1,2,0.5,1,1,1.0,0,1,0,4,0,0,0,0,8,3,1,126,NOP,114,,SAS,12,6,28,22,50,6,22,3,7,0.429,1,2,0.5,1,1,1.0,0,1,0,4,0,0,0,0,8,3,126,114
"Cunningham,Dante",20190126,21,2,4,0.5,1,1,1.0,1,2,0.5,2,1,0,3,0,0,0,1,6,-8,1,126,NOP,114,,SAS,10,6,28,22,50,6,21,2,4,0.5,1,1,1.0,1,2,0.5,2,1,0,3,0,0,0,1,6,-8,126,114
"Mills,Patty",20190126,20,2,5,0.4,2,5,0.4,0,0,0.0,0,3,0,5,0,0,1,0,6,-1,1,126,NOP,114,,SAS,8,6,28,22,50,6,20,2,5,0.4,2,5,0.4,0,0,0.0,0,3,0,5,0,0,1,0,6,-1,126,114
"Walker,Lonnie",20190126,15,3,6,0.5,1,2,0.5,0,0,0.0,0,5,0,1,1,0,1,2,7,6,1,126,NOP,114,,SAS,7,6,28,22,50,6,15,3,6,0.5,1,2,0.5,0,0,0.0,0,5,0,1,1,0,1,2,7,6,126,114
"Okafor,Jahlil",20190126,36,10,12,0.833,0,0,0.0,4,5,0.8,4,11,0,0,1,3,0,4,24,-15,0,114,SAS,126,,NOP,38,7,22,28,50,7,36,10,12,0.833,0,0,0.0,4,5,0.8,4,11,0,0,1,3,0,4,24,-15,114,126
"Holiday,Jrue",20190126,34,9,20,0.45,3,6,0.5,8,12,0.667,2,5,0,3,0,1,1,0,29,-6,0,114,SAS,126,,NOP,34,7,22,28,50,7,34,9,20,0.45,3,6,0.5,8,12,0.667,2,5,0,3,0,1,1,0,29,-6,114,126
"Hill,Solomon",20190126,30,3,6,0.5,1,3,0.333,0,0,0.0,2,3,0,4,0,0,1,3,7,-17,0,114,SAS,126,,NOP,9,7,22,28,50,7,30,3,6,0.5,1,3,0.333,0,0,0.0,2,3,0,4,0,0,1,3,7,-17,114,126
"Payton,Elfrid",20190126,30,3,13,0.231,0,3,0.0,0,0,0.0,0,3,0,5,0,1,1,0,6,-11,0,114,SAS,126,,NOP,1,7,22,28,50,7,30,3,13,0.231,0,3,0.0,0,0,0.0,0,3,0,5,0,1,1,0,6,-11,114,126
"Moore,E'Twaun",20190126,19,3,8,0.375,0,2,0.0,0,0,0.0,1,1,0,1,1,0,4,0,6,-19,0,114,SAS,126,,NOP,-1,7,22,28,50,7,19,3,8,0.375,0,2,0.0,0,0,0.0,1,1,0,1,1,0,4,0,6,-19,114,126
"Jackson,Frank",20190126,26,6,14,0.429,1,5,0.2,2,4,0.5,1,2,0,4,2,0,0,3,15,-3,0,114,SAS,126,,NOP,14,7,22,28,50,7,26,6,14,0.429,1,5,0.2,2,4,0.5,1,2,0,4,2,0,0,3,15,-3,114,126
"Miller,Darius",20190126,25,3,10,0.3,2,7,0.28600000000000003,3,3,1.0,0,2,0,3,1,0,0,3,11,-4,0,114,SAS,126,,NOP,10,7,22,28,50,7,25,3,10,0.3,2,7,0.28600000000000003,3,3,1.0,0,2,0,3,1,0,0,3,11,-4,114,126
"Frazier,Tim",20190126,15,3,6,0.5,0,1,0.0,0,0,0.0,0,3,0,6,0,0,0,3,6,4,0,114,SAS,126,,NOP,11,7,22,28,50,7,15,3,6,0.5,0,1,0.0,0,0,0.0,0,3,0,6,0,0,0,3,6,4,114,126
"Diallo,Cheick",20190126,11,3,5,0.6,0,0,0.0,0,0,0.0,0,1,0,0,1,1,0,2,6,3,0,114,SAS,126,,NOP,8,7,22,28,50,7,11,3,5,0.6,0,0,0.0,0,0,0.0,0,1,0,0,1,1,0,2,6,3,114,126
"McCollum,CJ",20190126,37,10,23,0.435,2,8,0.25,6,7,0.857,2,8,0,10,1,0,3,2,28,23,1,120,ATL,111,,POR,33,8,31,20,51,8,37,10,23,0.435,2,8,0.25,6,7,0.857,2,8,0,10,1,0,3,2,28,23,120,111
"Nurkić,Jusuf",20190126,33,4,10,0.4,0,0,0.0,7,8,0.875,3,6,0,4,2,3,3,3,15,21,1,120,ATL,111,,POR,23,8,31,20,51,8,33,4,10,0.4,0,0,0.0,7,8,0.875,3,6,0,4,2,3,3,3,15,21,120,111
"Curry,Seth",20190126,31,8,13,0.615,4,8,0.5,2,2,1.0,2,1,0,2,1,2,1,4,22,12,1,120,ATL,111,,POR,30,8,31,20,51,8,31,8,13,0.615,4,8,0.5,2,2,1.0,2,1,0,2,1,2,1,4,22,12,120,111
"Harkless,Maurice",20190126,31,7,11,0.636,1,5,0.2,1,2,0.5,0,5,0,0,1,1,4,5,16,24,1,120,ATL,111,,POR,13,8,31,20,51,8,31,7,11,0.636,1,5,0.2,1,2,0.5,0,5,0,0,1,1,4,5,16,24,120,111
"Aminu,Al-Farouq",20190126,30,4,5,0.8,2,3,0.667,7,7,1.0,0,8,0,4,2,1,0,2,17,24,1,120,ATL,111,,POR,33,8,31,20,51,8,30,4,5,0.8,2,3,0.667,7,7,1.0,0,8,0,4,2,1,0,2,17,24,120,111
"Layman,Jake",20190126,25,2,8,0.25,0,2,0.0,2,2,1.0,2,3,0,1,0,0,1,1,6,-14,1,120,ATL,111,,POR,2,8,31,20,51,8,25,2,8,0.25,0,2,0.0,2,2,1.0,2,3,0,1,0,0,1,1,6,-14,120,111
"Collins,Zach",20190126,15,3,6,0.5,1,1,1.0,0,0,0.0,2,1,0,2,0,0,2,3,7,-12,1,120,ATL,111,,POR,8,8,31,20,51,8,15,3,6,0.5,1,1,1.0,0,0,0.0,2,1,0,2,0,0,2,3,7,-12,120,111
"Turner,Evan",20190126,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-14,1,120,ATL,111,,POR,0,8,31,20,51,8,12,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-14,120,111
"Young,Trae",20190126,31,11,15,0.733,3,6,0.5,5,6,0.833,0,2,0,8,1,1,4,4,30,-5,0,111,POR,120,,ATL,46,9,15,33,48,9,31,11,15,0.733,3,6,0.5,5,6,0.833,0,2,0,8,1,1,4,4,30,-5,111,120
"Collins,John",20190126,28,8,12,0.667,2,3,0.667,3,4,0.75,2,4,0,1,0,0,0,2,21,5,0,111,POR,120,,ATL,29,9,15,33,48,9,28,8,12,0.667,2,3,0.667,3,4,0.75,2,4,0,1,0,0,0,2,21,5,111,120
"Bembry,DeAndre'",20190126,26,1,5,0.2,0,1,0.0,0,0,0.0,1,2,0,2,1,0,2,4,2,-15,0,111,POR,120,,ATL,-2,9,15,33,48,9,26,1,5,0.2,0,1,0.0,0,0,0.0,1,2,0,2,1,0,2,4,2,-15,111,120
"Dedmon,Dewayne",20190126,23,4,8,0.5,1,4,0.25,2,2,1.0,0,3,0,0,4,3,0,4,11,-13,0,111,POR,120,,ATL,14,9,15,33,48,9,23,4,8,0.5,1,4,0.25,2,2,1.0,0,3,0,0,4,3,0,4,11,-13,111,120
"Huerter,Kevin",20190126,21,1,8,0.125,0,5,0.0,1,2,0.5,0,1,0,1,1,0,1,3,3,7,0,111,POR,120,,ATL,-8,9,15,33,48,9,21,1,8,0.125,0,5,0.0,1,2,0.5,0,1,0,1,1,0,1,3,3,7,111,120
"Waller-Prince,Taurean",20190126,35,5,14,0.35700000000000004,1,5,0.2,0,0,0.0,2,4,0,2,2,0,0,3,11,-5,0,111,POR,120,,ATL,6,9,15,33,48,9,35,5,14,0.35700000000000004,1,5,0.2,0,0,0.0,2,4,0,2,2,0,0,3,11,-5,111,120
"Lin,Jeremy",20190126,20,4,13,0.308,0,2,0.0,2,2,1.0,0,2,0,6,0,0,0,2,10,-12,0,111,POR,120,,ATL,11,9,15,33,48,9,20,4,13,0.308,0,2,0.0,2,2,1.0,0,2,0,6,0,0,0,2,10,-12,111,120
"Spellman,Omari",20190126,15,2,3,0.667,1,1,1.0,0,0,0.0,2,2,0,0,0,0,2,0,5,-4,0,111,POR,120,,ATL,5,9,15,33,48,9,15,2,3,0.667,1,1,1.0,0,0,0.0,2,2,0,0,0,0,2,0,5,-4,111,120
"Carter,Vince",20190126,14,2,5,0.4,2,4,0.5,0,2,0.0,1,3,0,1,0,1,0,1,6,1,0,111,POR,120,,ATL,5,9,15,33,48,9,14,2,5,0.4,2,4,0.5,0,2,0.0,1,3,0,1,0,1,0,1,6,1,111,120
"Len,Alex",20190126,13,3,7,0.429,1,1,1.0,2,2,1.0,1,4,0,2,0,2,1,2,9,-6,0,111,POR,120,,ATL,14,9,15,33,48,9,13,3,7,0.429,1,1,1.0,2,2,1.0,1,4,0,2,0,2,1,2,9,-6,111,120
"Brogdon,Malcolm",20181017,38,4,9,0.444,2,6,0.333,0,0,0.0,0,3,0,6,1,0,4,3,10,1,1,113,CHO,112,,MIL,9,10,1,0,1,10,38,4,9,0.444,2,6,0.333,0,0,0.0,0,3,0,6,1,0,4,3,10,1,113,112
"Antetokounmpo,Giannis",20181017,34,9,21,0.429,0,3,0.0,7,12,0.583,3,15,0,8,0,1,8,5,25,11,1,113,CHO,112,,MIL,22,10,1,0,1,10,34,9,21,0.429,0,3,0.0,7,12,0.583,3,15,0,8,0,1,8,5,25,11,113,112
"Bledsoe,Eric",20181017,33,7,13,0.5379999999999999,3,5,0.6,0,0,0.0,2,2,0,3,0,1,2,4,17,4,1,113,CHO,112,,MIL,21,10,1,0,1,10,33,7,13,0.5379999999999999,3,5,0.6,0,0,0.0,2,2,0,3,0,1,2,4,17,4,113,112
"Middleton,Khris",20181017,32,7,14,0.5,3,6,0.5,2,2,1.0,1,8,0,4,2,1,2,3,19,2,1,113,CHO,112,,MIL,24,10,1,0,1,10,32,7,14,0.5,3,6,0.5,2,2,1.0,1,8,0,4,2,1,2,3,19,2,113,112
"Lopez,Brook",20181017,21,4,7,0.5710000000000001,2,5,0.4,4,4,1.0,0,3,0,1,1,0,2,3,14,8,1,113,CHO,112,,MIL,17,10,1,0,1,10,21,4,7,0.5710000000000001,2,5,0.4,4,4,1.0,0,3,0,1,1,0,2,3,14,8,113,112
"İlyasova,Ersan",20181017,29,6,9,0.667,1,3,0.333,0,0,0.0,1,8,0,2,0,0,0,6,13,-10,1,113,CHO,112,,MIL,17,10,1,0,1,10,29,6,9,0.667,1,3,0.333,0,0,0.0,1,8,0,2,0,0,0,6,13,-10,113,112
"DiVincenzo,Donte",20181017,22,3,6,0.5,2,4,0.5,0,0,0.0,1,1,0,1,1,0,1,0,8,-9,1,113,CHO,112,,MIL,8,10,1,0,1,10,22,3,6,0.5,2,4,0.5,0,0,0.0,1,1,0,1,1,0,1,0,8,-9,113,112
"Henson,John",20181017,12,1,3,0.333,0,0,0.0,2,2,1.0,2,4,0,0,0,1,2,1,4,2,1,113,CHO,112,,MIL,4,10,1,0,1,10,12,1,3,0.333,0,0,0.0,2,2,1.0,2,4,0,0,0,1,2,1,4,2,113,112
"Snell,Tony",20181017,11,0,2,0.0,0,1,0.0,0,0,0.0,1,1,0,1,0,0,0,0,0,1,1,113,CHO,112,,MIL,-2,10,1,0,1,10,11,0,2,0.0,0,1,0.0,0,0,0.0,1,1,0,1,0,0,0,0,0,1,113,112
"Walker,Kemba",20181017,38,15,29,0.517,7,13,0.5379999999999999,4,5,0.8,1,1,0,4,2,0,3,0,41,-1,0,112,MIL,113,,CHO,47,11,0,1,1,11,38,15,29,0.517,7,13,0.5379999999999999,4,5,0.8,1,1,0,4,2,0,3,0,41,-1,112,113
