name,date,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb, trb,ast,stl,blk,tov,pf,pts,plus_minus,result,score,opp,opp_score,pts_team,team
"Durant,Kevin",20190126,39:01,10,23,0.435,1,4,0.25,12,13,0.9229999999999999,0,9,0,3,0,2,4,3,33,12,1,115,BOS,111,,GSW
"Curry,Stephen",20190126,38:04,7,15,0.467,6,12,0.5,4,4,1.0,0,3,0,3,0,0,1,2,24,4,1,115,BOS,111,,GSW
"Thompson,Klay",20190126,34:53,8,16,0.5,3,8,0.375,2,2,1.0,0,3,0,2,0,0,2,3,21,-12,1,115,BOS,111,,GSW
"Green,Draymond",20190126,34:09,1,3,0.33299999999999996,1,2,0.5,2,4,0.5,3,8,0,8,3,1,3,1,5,-9,1,115,BOS,111,,GSW
"Cousins,DeMarcus",20190126,23:16,4,9,0.444,1,2,0.5,6,7,0.857,1,7,0,3,3,1,3,5,15,-8,1,115,BOS,111,,GSW
"Iguodala,Andre",20190126,26:50,0,5,0.0,0,3,0.0,1,2,0.5,0,6,0,4,1,2,0,1,1,7,1,115,BOS,111,,GSW
"Looney,Kevon",20190126,20:13,3,5,0.6,0,1,0.0,2,2,1.0,3,3,0,1,0,1,0,2,8,13,1,115,BOS,111,,GSW
"Livingston,Shaun",20190126,14:50,4,6,0.667,0,0,0.0,0,0,0.0,3,1,0,1,1,0,0,2,8,2,1,115,BOS,111,,GSW
"Irving,Kyrie",20190126,39:53,12,27,0.444,4,10,0.4,4,4,1.0,3,3,0,10,2,0,4,4,32,0,0,111,GSW,115,,BOS
"Horford,Al",20190126,34:38,10,15,0.667,2,5,0.4,0,0,0.0,5,8,0,3,1,2,5,5,22,9,0,111,GSW,115,,BOS
"Tatum,Jayson",20190126,31:20,7,15,0.467,3,5,0.6,3,3,1.0,0,5,0,3,0,1,0,1,20,4,0,111,GSW,115,,BOS
"Smart,Marcus",20190126,28:48,4,11,0.364,2,7,0.28600000000000003,2,2,1.0,1,2,0,2,0,0,2,2,12,2,0,111,GSW,115,,BOS
"Morris,Marcus",20190126,28:45,3,12,0.25,2,6,0.33299999999999996,1,2,0.5,4,5,0,2,0,0,0,2,9,-2,0,111,GSW,115,,BOS
"Brown,Jaylen",20190126,22:29,3,8,0.375,2,5,0.4,2,2,1.0,1,1,0,0,0,0,1,4,10,-8,0,111,GSW,115,,BOS
"Hayward,Gordon",20190126,22:07,0,5,0.0,0,1,0.0,2,2,1.0,0,7,0,2,2,1,1,1,2,-8,0,111,GSW,115,,BOS
"Rozier,Terry",20190126,18:38,1,4,0.25,0,1,0.0,0,0,0.0,1,2,0,0,0,0,0,0,2,-4,0,111,GSW,115,,BOS
"Craig,Torrey",20190126,34:35,6,13,0.462,1,6,0.16699999999999998,2,2,1.0,2,4,0,1,1,0,3,3,15,12,1,126,PHI,110,,DEN
"Jokić,Nikola",20190126,33:44,12,22,0.545,2,3,0.667,6,7,0.857,6,12,0,10,1,0,1,1,32,16,1,126,PHI,110,,DEN
"Barton,Will",20190126,25:45,6,11,0.545,1,3,0.33299999999999996,3,6,0.5,0,4,0,1,0,0,0,2,16,12,1,126,PHI,110,,DEN
"Harris,Gary",20190126,24:30,4,10,0.4,1,4,0.25,0,0,0.0,0,1,0,3,1,2,2,3,9,20,1,126,PHI,110,,DEN
"Millsap,Paul",20190126,17:10,1,2,0.5,0,0,0.0,2,2,1.0,1,3,0,1,0,0,0,3,4,10,1,126,PHI,110,,DEN
"Morris,Monte",20190126,27:12,5,11,0.455,0,1,0.0,0,0,0.0,0,1,0,3,0,0,1,1,10,4,1,126,PHI,110,,DEN
"Plumlee,Mason",20190126,22:02,5,5,1.0,0,0,0.0,7,10,0.7,1,5,0,4,0,1,1,4,17,6,1,126,PHI,110,,DEN
"Beasley,Malik",20190126,20:18,6,12,0.5,2,5,0.4,0,0,0.0,0,1,0,1,1,0,1,2,14,2,1,126,PHI,110,,DEN
"Lyles,Trey",20190126,15:51,2,5,0.4,1,2,0.5,2,2,1.0,0,3,0,2,0,1,0,2,7,-4,1,126,PHI,110,,DEN
"Hernangómez,Juan",20190126,12:59,0,2,0.0,0,0,0.0,0,0,0.0,0,5,0,1,0,0,1,0,0,2,1,126,PHI,110,,DEN
"Simmons,Ben",20190126,35:12,6,17,0.353,0,1,0.0,7,10,0.7,1,11,0,4,0,0,3,3,19,-11,0,110,DEN,126,,PHI
"Brewer,Corey",20190126,32:02,7,15,0.467,1,4,0.25,5,6,0.833,2,4,0,2,4,0,1,4,20,-10,0,110,DEN,126,,PHI
"Redick,J.J.",20190126,27:31,9,19,0.474,4,10,0.4,0,0,0.0,2,0,0,3,0,0,2,2,22,-19,0,110,DEN,126,,PHI
"McConnell,T.J.",20190126,27:19,2,7,0.28600000000000003,1,1,1.0,0,0,0.0,0,3,0,6,1,1,0,1,5,-19,0,110,DEN,126,,PHI
"Bolden,Jonah",20190126,10:55,1,3,0.33299999999999996,0,1,0.0,1,2,0.5,1,2,0,0,0,0,0,3,3,-12,0,110,DEN,126,,PHI
"Shamet,Landry",20190126,27:32,2,6,0.33299999999999996,1,4,0.25,3,3,1.0,1,1,0,7,0,0,1,2,8,-2,0,110,DEN,126,,PHI
"Muscala,Mike",20190126,27:10,3,9,0.33299999999999996,3,7,0.429,1,2,0.5,2,4,0,1,0,0,3,1,10,-3,0,110,DEN,126,,PHI
"Milton,Shake",20190126,20:29,4,7,0.5710000000000001,3,5,0.6,0,0,0.0,1,0,0,1,1,0,0,2,11,3,0,110,DEN,126,,PHI
"Johnson,Amir",20190126,19:07,2,5,0.4,0,1,0.0,1,1,1.0,1,3,0,4,1,1,2,5,5,-4,0,110,DEN,126,,PHI
"Holiday,Justin",20190126,39:09,5,11,0.455,1,4,0.25,5,6,0.833,0,1,0,4,1,0,1,5,16,0,1,106,IND,103,,MEM
"Conley,Mike",20190126,31:44,8,13,0.615,2,6,0.33299999999999996,4,6,0.667,1,3,0,11,2,0,4,2,22,3,1,106,IND,103,,MEM
"Jackson,Jaren",20190126,31:09,8,14,0.5710000000000001,0,2,0.0,4,5,0.8,2,4,0,2,1,0,1,3,20,7,1,106,IND,103,,MEM
"Gasol,Marc",20190126,29:48,7,12,0.583,3,6,0.5,1,2,0.5,1,6,0,4,1,1,1,3,18,-9,1,106,IND,103,,MEM
"Carter,Jevon",20190126,26:27,0,6,0.0,0,2,0.0,0,2,0.0,0,1,0,0,0,0,1,3,0,7,1,106,IND,103,,MEM
"Caboclo,Bruno",20190126,28:38,3,5,0.6,3,4,0.75,2,2,1.0,2,2,0,1,1,2,0,2,11,5,1,106,IND,103,,MEM
"Mack,Shelvin",20190126,18:28,3,7,0.429,0,2,0.0,2,3,0.667,0,3,0,3,1,0,2,1,8,-8,1,106,IND,103,,MEM
"Noah,Joakim",20190126,18:12,4,7,0.5710000000000001,0,0,0.0,1,2,0.5,2,4,0,4,0,1,1,3,9,12,1,106,IND,103,,MEM
"Bogdanović,Bojan",20190126,36:01,6,14,0.429,1,6,0.16699999999999998,8,9,0.889,0,5,0,1,0,0,2,6,21,-4,0,103,MEM,106,,IND
"Collison,Darren",20190126,31:55,3,5,0.6,2,2,1.0,10,10,1.0,0,2,0,9,1,0,2,3,18,-1,0,103,MEM,106,,IND
"Turner,Myles",20190126,27:39,5,10,0.5,3,7,0.429,1,2,0.5,0,3,0,3,1,2,1,2,14,-5,0,103,MEM,106,,IND
"Evans,Tyreke",20190126,23:45,4,7,0.5710000000000001,1,1,1.0,0,0,0.0,0,3,0,1,0,0,2,1,9,-8,0,103,MEM,106,,IND
"Young,Thaddeus",20190126,23:19,3,7,0.429,0,2,0.0,1,2,0.5,3,5,0,1,1,1,3,6,7,1,0,103,MEM,106,,IND
"Sabonis,Domantas",20190126,31:24,3,7,0.429,0,0,0.0,5,8,0.625,3,5,0,1,1,0,3,2,11,-5,0,103,MEM,106,,IND
"Joseph,Cory",20190126,24:49,3,8,0.375,0,2,0.0,4,4,1.0,0,3,0,3,1,1,1,1,10,5,0,103,MEM,106,,IND
"McDermott,Doug",20190126,15:55,1,3,0.33299999999999996,1,2,0.5,1,1,1.0,0,1,0,0,0,0,2,1,4,1,0,103,MEM,106,,IND
"Holiday,Aaron",20190126,15:48,3,11,0.273,1,4,0.25,0,0,0.0,1,2,0,1,1,0,1,3,7,1,0,103,MEM,106,,IND
"Forbes,Bryn",20190126,32:17,4,11,0.364,2,5,0.4,1,1,1.0,0,2,0,3,0,0,1,3,11,13,1,126,NOP,114,,SAS
"Gay,Rudy",20190126,31:52,6,13,0.462,2,3,0.667,8,8,1.0,1,10,0,3,1,1,1,3,22,15,1,126,NOP,114,,SAS
"Aldridge,LaMarcus",20190126,29:14,12,20,0.6,0,0,0.0,4,4,1.0,2,10,0,2,0,0,1,2,28,10,1,126,NOP,114,,SAS
"White,Derrick",20190126,27:20,5,9,0.556,1,3,0.33299999999999996,1,1,1.0,2,1,0,4,2,2,2,4,12,16,1,126,NOP,114,,SAS
"Gasol,Pau",20190126,22:17,6,8,0.75,0,1,0.0,1,2,0.5,1,8,0,4,1,0,1,1,13,11,1,126,NOP,114,,SAS
"Belinelli,Marco",20190126,22:21,3,7,0.429,1,2,0.5,1,1,1.0,0,1,0,4,0,0,0,0,8,3,1,126,NOP,114,,SAS
"Cunningham,Dante",20190126,21:40,2,4,0.5,1,1,1.0,1,2,0.5,2,1,0,3,0,0,0,1,6,-8,1,126,NOP,114,,SAS
"Mills,Patty",20190126,20:50,2,5,0.4,2,5,0.4,0,0,0.0,0,3,0,5,0,0,1,0,6,-1,1,126,NOP,114,,SAS
"Walker,Lonnie",20190126,15:14,3,6,0.5,1,2,0.5,0,0,0.0,0,5,0,1,1,0,1,2,7,6,1,126,NOP,114,,SAS
"Okafor,Jahlil",20190126,36:23,10,12,0.833,0,0,0.0,4,5,0.8,4,11,0,0,1,3,0,4,24,-15,0,114,SAS,126,,NOP
"Holiday,Jrue",20190126,34:18,9,20,0.45,3,6,0.5,8,12,0.667,2,5,0,3,0,1,1,0,29,-6,0,114,SAS,126,,NOP
"Hill,Solomon",20190126,30:06,3,6,0.5,1,3,0.33299999999999996,0,0,0.0,2,3,0,4,0,0,1,3,7,-17,0,114,SAS,126,,NOP
"Payton,Elfrid",20190126,30:04,3,13,0.231,0,3,0.0,0,0,0.0,0,3,0,5,0,1,1,0,6,-11,0,114,SAS,126,,NOP
"Moore,E'Twaun",20190126,19:17,3,8,0.375,0,2,0.0,0,0,0.0,1,1,0,1,1,0,4,0,6,-19,0,114,SAS,126,,NOP
"Jackson,Frank",20190126,26:32,6,14,0.429,1,5,0.2,2,4,0.5,1,2,0,4,2,0,0,3,15,-3,0,114,SAS,126,,NOP
"Miller,Darius",20190126,25:51,3,10,0.3,2,7,0.28600000000000003,3,3,1.0,0,2,0,3,1,0,0,3,11,-4,0,114,SAS,126,,NOP
"Frazier,Tim",20190126,15:47,3,6,0.5,0,1,0.0,0,0,0.0,0,3,0,6,0,0,0,3,6,4,0,114,SAS,126,,NOP
"Diallo,Cheick",20190126,11:37,3,5,0.6,0,0,0.0,0,0,0.0,0,1,0,0,1,1,0,2,6,3,0,114,SAS,126,,NOP
"McCollum,CJ",20190126,37:06,10,23,0.435,2,8,0.25,6,7,0.857,2,8,0,10,1,0,3,2,28,23,1,120,ATL,111,,POR
"Nurkić,Jusuf",20190126,33:58,4,10,0.4,0,0,0.0,7,8,0.875,3,6,0,4,2,3,3,3,15,21,1,120,ATL,111,,POR
"Curry,Seth",20190126,31:49,8,13,0.615,4,8,0.5,2,2,1.0,2,1,0,2,1,2,1,4,22,12,1,120,ATL,111,,POR
"Harkless,Maurice",20190126,31:10,7,11,0.636,1,5,0.2,1,2,0.5,0,5,0,0,1,1,4,5,16,24,1,120,ATL,111,,POR
"Aminu,Al-Farouq",20190126,30:52,4,5,0.8,2,3,0.667,7,7,1.0,0,8,0,4,2,1,0,2,17,24,1,120,ATL,111,,POR
"Layman,Jake",20190126,25:26,2,8,0.25,0,2,0.0,2,2,1.0,2,3,0,1,0,0,1,1,6,-14,1,120,ATL,111,,POR
"Collins,Zach",20190126,15:07,3,6,0.5,1,1,1.0,0,0,0.0,2,1,0,2,0,0,2,3,7,-12,1,120,ATL,111,,POR
"Turner,Evan",20190126,12:05,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,1,0,0,-14,1,120,ATL,111,,POR
"Young,Trae",20190126,31:58,11,15,0.733,3,6,0.5,5,6,0.833,0,2,0,8,1,1,4,4,30,-5,0,111,POR,120,,ATL
"Collins,John",20190126,28:46,8,12,0.667,2,3,0.667,3,4,0.75,2,4,0,1,0,0,0,2,21,5,0,111,POR,120,,ATL
"Bembry,DeAndre'",20190126,26:04,1,5,0.2,0,1,0.0,0,0,0.0,1,2,0,2,1,0,2,4,2,-15,0,111,POR,120,,ATL
"Dedmon,Dewayne",20190126,23:18,4,8,0.5,1,4,0.25,2,2,1.0,0,3,0,0,4,3,0,4,11,-13,0,111,POR,120,,ATL
"Huerter,Kevin",20190126,21:08,1,8,0.125,0,5,0.0,1,2,0.5,0,1,0,1,1,0,1,3,3,7,0,111,POR,120,,ATL
"Waller-Prince,Taurean",20190126,35:40,5,14,0.35700000000000004,1,5,0.2,0,0,0.0,2,4,0,2,2,0,0,3,11,-5,0,111,POR,120,,ATL
"Lin,Jeremy",20190126,20:35,4,13,0.308,0,2,0.0,2,2,1.0,0,2,0,6,0,0,0,2,10,-12,0,111,POR,120,,ATL
"Spellman,Omari",20190126,15:03,2,3,0.667,1,1,1.0,0,0,0.0,2,2,0,0,0,0,2,0,5,-4,0,111,POR,120,,ATL
"Carter,Vince",20190126,14:35,2,5,0.4,2,4,0.5,0,2,0.0,1,3,0,1,0,1,0,1,6,1,0,111,POR,120,,ATL
"Len,Alex",20190126,13:44,3,7,0.429,1,1,1.0,2,2,1.0,1,4,0,2,0,2,1,2,9,-6,0,111,POR,120,,ATL
"Brogdon,Malcolm",20181017,38:01,4,9,0.444,2,6,0.33299999999999996,0,0,0.0,0,3,0,6,1,0,4,3,10,1,1,113,CHO,112,,MIL
"Antetokounmpo,Giannis",20181017,34:46,9,21,0.429,0,3,0.0,7,12,0.583,3,15,0,8,0,1,8,5,25,11,1,113,CHO,112,,MIL
"Bledsoe,Eric",20181017,33:32,7,13,0.5379999999999999,3,5,0.6,0,0,0.0,2,2,0,3,0,1,2,4,17,4,1,113,CHO,112,,MIL
"Middleton,Khris",20181017,32:46,7,14,0.5,3,6,0.5,2,2,1.0,1,8,0,4,2,1,2,3,19,2,1,113,CHO,112,,MIL
"Lopez,Brook",20181017,21:27,4,7,0.5710000000000001,2,5,0.4,4,4,1.0,0,3,0,1,1,0,2,3,14,8,1,113,CHO,112,,MIL
"İlyasova,Ersan",20181017,29:00,6,9,0.667,1,3,0.33299999999999996,0,0,0.0,1,8,0,2,0,0,0,6,13,-10,1,113,CHO,112,,MIL
"DiVincenzo,Donte",20181017,22:04,3,6,0.5,2,4,0.5,0,0,0.0,1,1,0,1,1,0,1,0,8,-9,1,113,CHO,112,,MIL
"Henson,John",20181017,12:00,1,3,0.33299999999999996,0,0,0.0,2,2,1.0,2,4,0,0,0,1,2,1,4,2,1,113,CHO,112,,MIL
"Snell,Tony",20181017,11:20,0,2,0.0,0,1,0.0,0,0,0.0,1,1,0,1,0,0,0,0,0,1,1,113,CHO,112,,MIL
"Walker,Kemba",20181017,38:39,15,29,0.517,7,13,0.5379999999999999,4,5,0.8,1,1,0,4,2,0,3,0,41,-1,0,112,MIL,113,,CHO
"Batum,Nicolas",20181017,31:49,2,8,0.25,1,4,0.25,0,0,0.0,1,6,0,3,2,2,2,1,5,-4,0,112,MIL,113,,CHO
"Williams,Marvin",20181017,25:51,2,7,0.28600000000000003,1,6,0.16699999999999998,0,2,0.0,1,8,0,1,0,4,1,2,5,-4,0,112,MIL,113,,CHO
"Zeller,Cody",20181017,21:06,1,1,1.0,1,1,1.0,2,2,1.0,0,3,0,1,1,0,0,3,5,-11,0,112,MIL,113,,CHO
"Lamb,Jeremy",20181017,20:48,4,11,0.364,2,4,0.5,0,0,0.0,2,0,0,1,1,0,0,2,10,-6,0,112,MIL,113,,CHO
"Monk,Malik",20181017,33:35,7,16,0.43799999999999994,4,8,0.5,0,0,0.0,0,4,0,2,1,2,0,1,18,5,0,112,MIL,113,,CHO
"Kidd-Gilchrist,Michael",20181017,21:38,3,6,0.5,0,0,0.0,4,6,0.667,3,3,0,1,0,1,1,3,10,3,0,112,MIL,113,,CHO
"Parker,Tony",20181017,19:48,4,8,0.5,0,0,0.0,0,0,0.0,0,3,0,7,0,0,2,2,8,5,0,112,MIL,113,,CHO
"Bridges,Miles",20181017,14:30,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,1,0,0,1,2,1,6,0,112,MIL,113,,CHO
"Hernangómez,Willy",20181017,12:16,3,5,0.6,0,1,0.0,3,5,0.6,1,4,0,0,1,0,1,3,9,2,0,112,MIL,113,,CHO
"Jackson,Reggie",20181017,35:01,7,20,0.35,2,9,0.222,3,3,1.0,1,1,0,4,1,0,2,1,19,3,1,103,BRK,100,,DET
"Griffin,Blake",20181017,34:17,8,17,0.47100000000000003,1,1,1.0,9,11,0.818,2,6,0,6,0,0,1,0,26,8,1,103,BRK,100,,DET
"Drummond,Andre",20181017,32:12,10,21,0.47600000000000003,1,3,0.33299999999999996,3,4,0.75,9,11,0,2,0,1,4,5,24,-9,1,103,BRK,100,,DET
"Kennard,Luke",20181017,19:21,3,5,0.6,1,1,1.0,0,0,0.0,0,4,0,0,0,1,1,1,7,-1,1,103,BRK,100,,DET
"Brown,Bruce",20181017,18:52,0,3,0.0,0,2,0.0,0,0,0.0,0,2,0,1,0,1,1,4,0,6,1,103,BRK,100,,DET
"Galloway,Langston",20181017,33:00,2,5,0.4,0,3,0.0,2,2,1.0,0,3,0,1,0,0,0,0,6,-5,1,103,BRK,100,,DET
"Smith,Ish",20181017,28:45,5,11,0.455,1,3,0.33299999999999996,0,0,0.0,0,0,0,3,0,0,1,4,11,4,1,103,BRK,100,,DET
"Robinson,Glenn",20181017,20:04,2,3,0.667,0,1,0.0,0,0,0.0,0,0,0,0,1,1,1,0,4,0,1,103,BRK,100,,DET
"Pachulia,Zaza",20181017,14:43,2,6,0.33299999999999996,0,0,0.0,2,2,1.0,2,5,0,4,2,1,2,5,6,9,1,103,BRK,100,,DET
"Harris,Joe",20181017,37:08,6,14,0.429,1,7,0.14300000000000002,0,0,0.0,0,6,0,5,1,0,2,2,13,-2,0,100,DET,103,,BRK
"Dudley,Jared",20181017,35:51,0,5,0.0,0,4,0.0,1,2,0.5,2,1,0,3,3,0,0,5,1,-8,0,100,DET,103,,BRK
"LeVert,Caris",20181017,33:59,10,18,0.556,0,2,0.0,7,8,0.875,1,3,0,4,1,1,3,2,27,-10,0,100,DET,103,,BRK
"Allen,Jarrett",20181017,30:09,6,10,0.6,2,3,0.667,3,4,0.75,2,8,0,0,0,4,2,4,17,-9,0,100,DET,103,,BRK
"Russell,D'Angelo",20181017,24:58,3,9,0.33299999999999996,1,4,0.25,1,2,0.5,0,2,0,5,1,0,2,1,8,-9,0,100,DET,103,,BRK
"Dinwiddie,Spencer",20181017,32:17,10,18,0.556,0,3,0.0,3,5,0.6,0,4,0,6,1,0,4,1,23,6,0,100,DET,103,,BRK
"Davis,Ed",20181017,17:36,4,4,1.0,0,0,0.0,0,1,0.0,0,7,0,3,1,0,2,2,8,8,0,100,DET,103,,BRK
"Graham,Treveon",20181017,17:25,0,2,0.0,0,2,0.0,0,0,0.0,0,2,0,1,1,0,1,4,0,6,0,100,DET,103,,BRK
"Kurucs,Rodions",20181017,10:37,1,2,0.5,1,2,0.5,0,0,0.0,0,1,0,1,0,0,1,2,3,3,0,100,DET,103,,BRK
"Davis,Anthony",20181017,39:07,13,21,0.619,0,0,0.0,6,7,0.857,2,14,0,8,3,3,1,5,32,23,1,131,HOU,112,,NOP
"Holiday,Jrue",20181017,38:16,5,12,0.41700000000000004,0,6,0.0,0,0,0.0,0,3,0,8,2,0,3,3,10,26,1,131,HOU,112,,NOP
"Payton,Elfrid",20181017,36:52,5,13,0.385,0,2,0.0,0,2,0.0,1,9,0,10,1,0,1,3,10,23,1,131,HOU,112,,NOP
"Moore,E'Twaun",20181017,33:44,8,12,0.667,1,3,0.33299999999999996,4,4,1.0,2,1,0,2,1,0,2,5,21,30,1,131,HOU,112,,NOP
"Mirotić,Nikola",20181017,29:54,11,20,0.55,6,8,0.75,2,3,0.667,7,3,0,3,0,0,1,1,30,14,1,131,HOU,112,,NOP
"Randle,Julius",20181017,23:49,9,15,0.6,2,4,0.5,5,6,0.833,2,6,0,3,0,0,0,4,25,5,1,131,HOU,112,,NOP
"Miller,Darius",20181017,19:56,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,2,2,0,-5,1,131,HOU,112,,NOP
"Hill,Solomon",20181017,12:02,1,3,0.33299999999999996,1,1,1.0,0,0,0.0,0,2,0,1,0,0,0,2,3,-13,1,131,HOU,112,,NOP
"Harden,James",20181017,34:43,6,15,0.4,3,8,0.375,3,4,0.75,2,7,0,10,3,1,4,2,18,-23,0,112,NOP,131,,HOU
"Tucker,P.J.",20181017,34:19,6,11,0.545,4,7,0.5710000000000001,3,4,0.75,0,2,0,1,1,1,0,2,19,-13,0,112,NOP,131,,HOU
"Paul,Chris",20181017,32:21,6,12,0.5,3,7,0.429,4,5,0.8,0,5,0,6,2,0,1,3,19,-19,0,112,NOP,131,,HOU
"Capela,Clint",20181017,26:11,4,9,0.444,0,0,0.0,0,0,0.0,3,5,0,1,0,1,1,3,8,-14,0,112,NOP,131,,HOU
"Ennis,James",20181017,24:43,3,7,0.429,2,5,0.4,0,0,0.0,1,0,0,0,1,0,0,4,8,-5,0,112,NOP,131,,HOU
"Gordon,Eric",20181017,29:21,7,14,0.5,2,9,0.222,5,5,1.0,0,3,0,1,0,0,0,0,21,-11,0,112,NOP,131,,HOU
"Anthony,Carmelo",20181017,27:00,3,10,0.3,1,5,0.2,2,4,0.5,1,3,0,0,0,1,2,4,9,-20,0,112,NOP,131,,HOU
"Carter-Williams,Michael",20181017,17:44,4,10,0.4,1,3,0.33299999999999996,1,2,0.5,1,3,0,2,0,2,3,3,10,3,0,112,NOP,131,,HOU
"Green,Gerald",20181017,10:28,0,4,0.0,0,4,0.0,0,0,0.0,0,1,0,0,1,1,0,1,0,3,0,112,NOP,131,,HOU
"Young,Thaddeus",20181017,27:43,5,7,0.7140000000000001,0,1,0.0,0,1,0.0,3,5,0,3,0,1,3,2,10,23,1,111,MEM,83,,IND
"Bogdanović,Bojan",20181017,27:06,7,9,0.778,3,3,1.0,2,2,1.0,0,6,0,0,0,0,3,0,19,8,1,111,MEM,83,,IND
"Oladipo,Victor",20181017,25:47,6,11,0.545,3,6,0.5,1,2,0.5,0,5,0,5,0,0,3,3,16,9,1,111,MEM,83,,IND
"Collison,Darren",20181017,21:29,0,5,0.0,0,1,0.0,0,0,0.0,0,1,0,5,0,0,3,4,0,-1,1,111,MEM,83,,IND
"Turner,Myles",20181017,20:22,4,8,0.5,0,0,0.0,0,0,0.0,3,5,0,1,0,4,1,3,8,7,1,111,MEM,83,,IND
"Sabonis,Domantas",20181017,28:33,7,11,0.636,0,0,0.0,0,2,0.0,6,9,0,2,0,0,3,3,14,26,1,111,MEM,83,,IND
"Joseph,Cory",20181017,28:17,5,7,0.7140000000000001,1,2,0.5,0,0,0.0,0,6,0,3,1,2,2,3,11,28,1,111,MEM,83,,IND
"McDermott,Doug",20181017,24:24,5,9,0.556,1,5,0.2,1,2,0.5,0,1,0,1,1,0,0,2,12,20,1,111,MEM,83,,IND
"Evans,Tyreke",20181017,23:34,6,12,0.5,1,5,0.2,1,2,0.5,0,4,0,6,0,0,1,1,14,23,1,111,MEM,83,,IND
"Gasol,Marc",20181017,30:11,2,11,0.182,2,3,0.667,7,8,0.875,1,5,0,3,3,0,0,0,13,-8,0,83,IND,111,,MEM
"Conley,Mike",20181017,28:58,3,11,0.273,2,5,0.4,3,3,1.0,1,1,0,3,1,0,1,1,11,-11,0,83,IND,111,,MEM
"Green,JaMychal",20181017,24:59,4,7,0.5710000000000001,1,2,0.5,0,0,0.0,2,5,0,2,2,0,1,2,9,-29,0,83,IND,111,,MEM
"Temple,Garrett",20181017,24:30,4,13,0.308,4,8,0.5,0,0,0.0,0,0,0,2,0,1,1,4,12,-6,0,83,IND,111,,MEM
"Parsons,Chandler",20181017,22:33,3,9,0.33299999999999996,0,5,0.0,0,0,0.0,0,1,0,0,1,1,0,3,6,-19,0,83,IND,111,,MEM
"Mack,Shelvin",20181017,29:55,1,8,0.125,0,1,0.0,1,2,0.5,1,2,0,3,1,0,1,3,3,-20,0,83,IND,111,,MEM
"Jackson,Jaren",20181017,25:18,2,6,0.33299999999999996,0,1,0.0,6,6,1.0,2,3,0,1,3,1,0,2,10,-21,0,83,IND,111,,MEM
"Brooks,MarShon",20181017,22:04,2,9,0.222,0,3,0.0,5,7,0.7140000000000001,0,2,0,1,0,0,0,0,9,-7,0,83,IND,111,,MEM
"Anderson,Kyle",20181017,19:15,2,6,0.33299999999999996,0,0,0.0,1,2,0.5,0,2,0,1,0,0,2,2,5,-11,0,83,IND,111,,MEM
"Barton,Will",20181017,34:46,6,12,0.5,3,5,0.6,4,4,1.0,0,5,0,2,0,2,2,2,19,10,1,107,LAC,98,,DEN
"Harris,Gary",20181017,34:25,6,16,0.375,0,3,0.0,8,8,1.0,3,0,0,2,0,0,0,3,20,15,1,107,LAC,98,,DEN
"Jokić,Nikola",20181017,33:32,6,13,0.462,1,4,0.25,8,10,0.8,2,6,0,5,1,2,2,4,21,8,1,107,LAC,98,,DEN
"Murray,Jamal",20181017,31:38,3,12,0.25,1,4,0.25,0,0,0.0,2,3,0,3,1,0,1,2,7,18,1,107,LAC,98,,DEN
"Millsap,Paul",20181017,30:19,1,7,0.14300000000000002,0,1,0.0,9,12,0.75,3,13,0,0,1,1,2,2,11,20,1,107,LAC,98,,DEN
"Lyles,Trey",20181017,18:47,3,6,0.5,0,1,0.0,4,6,0.667,0,7,0,0,1,0,1,2,10,-10,1,107,LAC,98,,DEN
"Morris,Monte",20181017,16:23,3,9,0.33299999999999996,1,2,0.5,0,0,0.0,1,1,0,4,1,0,0,0,7,-9,1,107,LAC,98,,DEN
"Hernangómez,Juan",20181017,15:03,2,3,0.667,1,1,1.0,0,0,0.0,2,4,0,1,1,1,0,1,5,-8,1,107,LAC,98,,DEN
"Plumlee,Mason",20181017,13:22,1,3,0.33299999999999996,0,0,0.0,0,2,0.0,1,2,0,2,0,3,1,5,2,0,1,107,LAC,98,,DEN
"Beasley,Malik",20181017,11:45,2,6,0.33299999999999996,1,3,0.33299999999999996,0,0,0.0,0,1,0,1,0,0,1,1,5,1,1,107,LAC,98,,DEN
"Harris,Tobias",20181017,40:31,6,13,0.462,2,6,0.33299999999999996,5,6,0.833,1,9,0,1,0,3,2,4,19,-5,0,98,DEN,107,,LAC
"Gallinari,Danilo",20181017,33:53,5,14,0.35700000000000004,4,7,0.5710000000000001,2,2,1.0,2,6,0,1,0,0,1,6,16,9,0,98,DEN,107,,LAC
"Bradley,Avery",20181017,27:56,4,10,0.4,0,2,0.0,0,0,0.0,2,0,0,0,1,2,2,2,8,-9,0,98,DEN,107,,LAC
"Beverley,Patrick",20181017,19:31,0,8,0.0,0,5,0.0,0,0,0.0,0,4,0,6,0,1,1,5,0,-9,0,98,DEN,107,,LAC
"Gortat,Marcin",20181017,18:10,3,5,0.6,0,0,0.0,0,0,0.0,0,6,0,2,0,0,0,3,6,-5,0,98,DEN,107,,LAC
